employee_id,attrition,age,gender,marital_status,distance_from_home,department,job_role,job_level,over_time,total_working_years,years_at_company,job_satisfaction,work_life_balance,monthly_income,years_since_last_promotionyears_at_company,income_per_year_exp,loyal_ratio,promotion_lag,over_time_binary
733,0,31.0,Male,Single,9.0,Research & Development,Research Scientist,1,Yes,3.0,2.0,2.0,3.0,2657.0,2.0,664.25,0.5,0.0,1
734,0,21.0,Female,Single,1.0,Research & Development,Research Scientist,1,Yes,2.0,2.0,2.0,4.0,2070.0,2.0,690.0,0.6666666666666666,0.0,1
735,0,36.0,Female,Married,11.0,Sales,Sales Executive,3,No,10.0,9.0,4.0,3.0,9738.0,2.0,885.2727272727273,0.8181818181818182,7.0,0
736,0,25.0,Female,Married,1.0,Research & Development,Manufacturing Director,2,No,5.0,4.0,3.0,3.0,4898.0,1.0,816.3333333333334,0.6666666666666666,3.0,0
737,0,46.0,Female,Married,7.0,Research & Development,Manufacturing Director,2,No,7.0,1.0,3.0,4.0,5258.0,0.0,657.25,0.125,1.0,0
738,0,29.0,Male,Single,9.0,Research & Development,Laboratory Technician,1,No,4.0,3.0,4.0,3.0,3983.0,2.0,796.6,0.6,1.0,0
739,1,44.0,Male,Divorced,24.0,Research & Development,Laboratory Technician,1,Yes,19.0,1.0,3.0,1.0,3161.0,0.0,158.05,0.05,1.0,1
740,0,26.0,Male,Married,1.0,Sales,Sales Executive,2,No,8.0,8.0,3.0,3.0,5296.0,7.0,588.4444444444445,0.8888888888888888,1.0,0
741,0,55.0,Male,Single,2.0,Research & Development,Manager,4,No,31.0,9.0,1.0,4.0,16756.0,6.0,523.625,0.28125,3.0,0
742,0,47.0,Male,Married,9.0,Sales,Sales Executive,4,No,25.0,23.0,3.0,1.0,12936.0,14.0,497.53846153846155,0.8846153846153846,9.0,0
743,0,35.0,Male,Divorced,4.0,Research & Development,Laboratory Technician,1,No,1.0,1.0,4.0,3.0,1951.0,0.0,975.5,0.5,1.0,0
744,0,29.0,Male,Married,1.0,Research & Development,Research Scientist,1,Yes,4.0,2.0,4.0,4.0,4787.0,2.0,957.4,0.4,0.0,1
745,1,29.0,Female,Single,14.0,Research & Development,Healthcare Representative,3,Yes,9.0,8.0,4.0,3.0,7553.0,7.0,755.3,0.8,1.0,1
746,0,34.0,Male,Married,4.0,Sales,Sales Executive,3,Yes,9.0,5.0,4.0,3.0,9713.0,1.0,971.3,0.5,4.0,1
747,0,32.0,Female,Married,3.0,Research & Development,Manufacturing Director,2,No,8.0,8.0,1.0,4.0,6725.0,6.0,747.2222222222222,0.8888888888888888,2.0,0
748,1,41.0,Female,Single,20.0,Sales,Sales Representative,1,Yes,4.0,4.0,2.0,2.0,3140.0,0.0,628.0,0.8,4.0,1
749,1,28.0,Male,Single,2.0,Research & Development,Research Scientist,1,No,5.0,2.0,3.0,2.0,4382.0,2.0,730.3333333333334,0.3333333333333333,0.0,0
750,0,35.0,Male,Single,4.0,Research & Development,Research Scientist,2,Yes,9.0,9.0,3.0,3.0,4249.0,1.0,424.9,0.9,8.0,1
751,0,29.0,Male,Divorced,2.0,Research & Development,Healthcare Representative,2,No,6.0,6.0,4.0,4.0,8853.0,1.0,1264.7142857142858,0.8571428571428571,5.0,0
752,0,28.0,Male,Single,1.0,Research & Development,Laboratory Technician,1,Yes,5.0,4.0,3.0,2.0,2154.0,0.0,359.0,0.6666666666666666,4.0,1
753,0,45.0,Male,Married,7.0,Research & Development,Manufacturing Director,2,No,9.0,3.0,3.0,3.0,6434.0,0.0,643.4,0.3,3.0,0
754,0,42.0,Male,Married,29.0,Research & Development,Manufacturing Director,2,No,10.0,9.0,2.0,2.0,4434.0,7.0,403.09090909090907,0.8181818181818182,2.0,0
755,0,29.0,Male,Married,2.0,Sales,Sales Executive,2,No,4.0,4.0,3.0,2.0,4649.0,0.0,929.8,0.8,4.0,0
756,0,26.0,Male,Single,4.0,Research & Development,Research Scientist,1,Yes,8.0,8.0,4.0,2.0,2875.0,2.0,319.44444444444446,0.8888888888888888,6.0,1
757,0,59.0,Female,Single,25.0,Sales,Sales Executive,3,No,28.0,21.0,1.0,2.0,7637.0,7.0,263.3448275862069,0.7241379310344828,14.0,0
758,0,31.0,Male,Divorced,26.0,Research & Development,Research Scientist,1,No,5.0,5.0,3.0,2.0,2911.0,4.0,485.1666666666667,0.8333333333333334,1.0,0
759,0,18.0,Female,Single,14.0,Research & Development,Research Scientist,1,No,0.0,0.0,3.0,1.0,1514.0,0.0,1514.0,0.0,0.0,0
760,0,52.0,Male,Married,3.0,Research & Development,Manufacturing Director,3,Yes,28.0,5.0,3.0,3.0,7969.0,0.0,274.7931034482759,0.1724137931034483,5.0,1
761,0,44.0,Male,Married,1.0,Research & Development,Healthcare Representative,2,No,10.0,2.0,1.0,3.0,5033.0,2.0,457.54545454545456,0.18181818181818182,0.0,0
762,0,38.0,Female,Married,17.0,Research & Development,Healthcare Representative,3,No,20.0,19.0,3.0,2.0,8823.0,1.0,420.14285714285717,0.9047619047619048,18.0,0
763,0,30.0,Male,Single,2.0,Research & Development,Laboratory Technician,1,No,6.0,5.0,4.0,3.0,2720.0,1.0,388.57142857142856,0.7142857142857143,4.0,0
764,1,39.0,Male,Divorced,2.0,Research & Development,Healthcare Representative,4,No,21.0,18.0,4.0,3.0,12169.0,11.0,553.1363636363636,0.8181818181818182,7.0,0
765,0,35.0,Male,Single,2.0,Research & Development,Research Scientist,1,Yes,6.0,5.0,4.0,4.0,4930.0,1.0,704.2857142857143,0.7142857142857143,4.0,1
766,0,35.0,Female,Single,16.0,Research & Development,Healthcare Representative,3,No,11.0,11.0,2.0,1.0,8606.0,3.0,717.1666666666666,0.9166666666666666,8.0,0
767,0,34.0,Male,Married,3.0,Research & Development,Research Scientist,1,No,6.0,0.0,4.0,3.0,2979.0,0.0,425.57142857142856,0.0,0.0,0
768,0,40.0,Female,Divorced,12.0,Research & Development,Healthcare Representative,2,No,15.0,7.0,1.0,3.0,4448.0,7.0,278.0,0.4375,0.0,0
769,0,45.0,Female,Divorced,2.0,Research & Development,Manufacturing Director,2,No,10.0,10.0,4.0,3.0,5770.0,3.0,524.5454545454545,0.9090909090909091,7.0,0
770,0,48.0,Female,Divorced,16.0,Sales,Sales Executive,2,No,18.0,8.0,3.0,3.0,6439.0,7.0,338.89473684210526,0.42105263157894735,1.0,0
771,0,41.0,Male,Divorced,19.0,Research & Development,Research Scientist,2,No,17.0,1.0,1.0,2.0,3072.0,0.0,170.66666666666666,0.05555555555555555,1.0,0
772,0,36.0,Male,Single,7.0,Research & Development,Laboratory Technician,1,No,15.0,4.0,2.0,3.0,2013.0,1.0,125.8125,0.25,3.0,0
773,0,42.0,Male,Married,2.0,Research & Development,Manager,5,No,24.0,22.0,3.0,2.0,18880.0,4.0,755.2,0.88,18.0,0
774,1,26.0,Male,Single,24.0,Research & Development,Laboratory Technician,1,Yes,1.0,1.0,4.0,1.0,2340.0,0.0,1170.0,0.5,1.0,1
775,0,28.0,Female,Divorced,27.0,Research & Development,Manufacturing Director,2,No,6.0,5.0,1.0,2.0,4877.0,0.0,696.7142857142857,0.7142857142857143,5.0,0
776,0,42.0,Male,Single,2.0,Research & Development,Research Scientist,1,Yes,8.0,2.0,4.0,3.0,2515.0,2.0,279.44444444444446,0.2222222222222222,0.0,1
777,0,41.0,Male,Married,1.0,Human Resources,Manager,5,No,22.0,22.0,3.0,3.0,19189.0,2.0,834.304347826087,0.9565217391304348,20.0,0
778,0,30.0,Male,Married,16.0,Sales,Sales Executive,2,No,4.0,2.0,3.0,2.0,5301.0,2.0,1060.2,0.4,0.0,0
779,0,30.0,Male,Divorced,9.0,Research & Development,Laboratory Technician,2,No,12.0,12.0,1.0,3.0,3072.0,6.0,236.30769230769232,0.9230769230769231,6.0,0
780,1,19.0,Male,Single,21.0,Sales,Sales Representative,1,Yes,1.0,1.0,2.0,4.0,2121.0,0.0,1060.5,0.5,1.0,1
781,0,33.0,Male,Single,25.0,Research & Development,Manufacturing Director,2,No,5.0,5.0,2.0,3.0,4320.0,0.0,720.0,0.8333333333333334,5.0,0
782,0,27.0,Female,Single,4.0,Research & Development,Research Scientist,1,No,1.0,1.0,3.0,3.0,2318.0,0.0,1159.0,0.5,1.0,0
783,0,38.0,Male,Divorced,3.0,Sales,Sales Executive,3,No,17.0,16.0,3.0,2.0,10609.0,5.0,589.3888888888889,0.8888888888888888,11.0,0
784,0,36.0,Male,Divorced,8.0,Sales,Sales Executive,2,No,12.0,7.0,4.0,3.0,5079.0,0.0,390.6923076923077,0.5384615384615384,7.0,0
785,0,38.0,Female,Married,6.0,Research & Development,Laboratory Technician,1,No,5.0,5.0,3.0,3.0,3702.0,0.0,617.0,0.8333333333333334,5.0,0
786,1,32.0,Female,Single,9.0,Research & Development,Laboratory Technician,1,No,10.0,5.0,1.0,4.0,4200.0,0.0,381.8181818181818,0.45454545454545453,5.0,0
787,0,39.0,Female,Married,4.0,Sales,Sales Executive,2,No,17.0,15.0,3.0,4.0,5902.0,5.0,327.8888888888889,0.8333333333333334,10.0,0
788,1,33.0,Male,Single,3.0,Research & Development,Research Scientist,1,Yes,10.0,10.0,1.0,3.0,3348.0,9.0,304.3636363636364,0.9090909090909091,1.0,1
789,0,46.0,Female,Divorced,18.0,Research & Development,Manufacturing Director,2,No,19.0,10.0,3.0,2.0,4810.0,0.0,240.5,0.5,10.0,0
790,0,46.0,Female,Married,10.0,Sales,Sales Executive,3,Yes,15.0,3.0,4.0,3.0,9071.0,1.0,566.9375,0.1875,2.0,1
791,0,41.0,Male,Single,6.0,Research & Development,Laboratory Technician,1,Yes,20.0,18.0,1.0,3.0,4721.0,2.0,224.8095238095238,0.8571428571428571,16.0,1
792,0,21.0,Male,Single,5.0,Sales,Sales Representative,1,Yes,2.0,2.0,1.0,3.0,2380.0,1.0,793.3333333333334,0.6666666666666666,1.0,1
793,0,39.0,Female,Married,3.0,Human Resources,Human Resources,2,No,12.0,8.0,2.0,1.0,6389.0,3.0,491.46153846153845,0.6153846153846154,5.0,0
794,0,44.0,Male,Married,1.0,Human Resources,Human Resources,2,Yes,14.0,10.0,4.0,3.0,5743.0,0.0,382.8666666666667,0.6666666666666666,10.0,1
795,1,34.0,Male,Single,19.0,Sales,Sales Executive,2,Yes,9.0,5.0,4.0,2.0,5304.0,0.0,530.4,0.5,5.0,1
796,0,34.0,Female,Single,7.0,Research & Development,Research Director,3,No,13.0,12.0,2.0,3.0,11994.0,2.0,856.7142857142857,0.8571428571428571,10.0,0
797,0,39.0,Male,Single,15.0,Sales,Sales Executive,4,No,21.0,20.0,1.0,3.0,13341.0,11.0,606.4090909090909,0.9090909090909091,9.0,0
798,0,29.0,Female,Divorced,10.0,Sales,Sales Executive,2,Yes,7.0,7.0,2.0,3.0,8268.0,1.0,1033.5,0.875,6.0,1
799,0,37.0,Male,Married,21.0,Research & Development,Research Scientist,1,Yes,8.0,8.0,1.0,2.0,3564.0,1.0,396.0,0.8888888888888888,7.0,1
800,0,35.0,Male,Married,8.0,Research & Development,Laboratory Technician,1,No,1.0,1.0,4.0,3.0,2269.0,0.0,1134.5,0.5,1.0,0
801,0,46.0,Male,Divorced,1.0,Research & Development,Healthcare Representative,3,No,17.0,4.0,1.0,3.0,9396.0,0.0,522.0,0.2222222222222222,4.0,0
802,1,47.0,Female,Single,27.0,Sales,Sales Executive,2,Yes,8.0,5.0,3.0,3.0,6397.0,1.0,710.7777777777778,0.5555555555555556,4.0,1
803,0,30.0,Male,Divorced,5.0,Research & Development,Research Scientist,1,No,10.0,5.0,4.0,2.0,3761.0,0.0,341.90909090909093,0.45454545454545453,5.0,0
804,0,29.0,Female,Divorced,28.0,Research & Development,Research Scientist,1,No,11.0,7.0,4.0,3.0,2514.0,1.0,209.5,0.5833333333333334,6.0,0
805,0,50.0,Male,Married,28.0,Research & Development,Laboratory Technician,1,Yes,20.0,20.0,3.0,3.0,3221.0,3.0,153.38095238095238,0.9523809523809523,17.0,1
806,0,34.0,Female,Married,9.0,Sales,Sales Executive,2,No,6.0,6.0,3.0,2.0,5714.0,1.0,816.2857142857143,0.8571428571428571,5.0,0
807,1,31.0,Male,Married,22.0,Research & Development,Manufacturing Director,2,Yes,10.0,10.0,3.0,2.0,6179.0,6.0,561.7272727272727,0.9090909090909091,4.0,1
808,0,48.0,Male,Single,6.0,Research & Development,Healthcare Representative,2,No,19.0,2.0,3.0,3.0,4240.0,2.0,212.0,0.1,0.0,0
809,0,31.0,Male,Single,2.0,Sales,Sales Executive,2,No,10.0,5.0,1.0,3.0,5332.0,0.0,484.72727272727275,0.45454545454545453,5.0,0
810,0,49.0,Male,Single,1.0,Research & Development,Manager,4,No,23.0,8.0,3.0,3.0,15379.0,0.0,640.7916666666666,0.3333333333333333,8.0,0
811,0,43.0,Female,Divorced,8.0,Research & Development,Healthcare Representative,2,Yes,8.0,5.0,3.0,3.0,4522.0,0.0,502.44444444444446,0.5555555555555556,5.0,1
812,0,34.0,Male,Single,21.0,Sales,Sales Executive,2,No,10.0,10.0,4.0,3.0,5337.0,5.0,485.1818181818182,0.9090909090909091,5.0,0
813,0,60.0,Male,Divorced,7.0,Sales,Sales Executive,2,Yes,12.0,11.0,4.0,3.0,5220.0,1.0,401.53846153846155,0.8461538461538461,10.0,1
814,0,52.0,Female,Married,8.0,Research & Development,Laboratory Technician,1,No,12.0,5.0,1.0,1.0,2950.0,0.0,226.92307692307693,0.38461538461538464,5.0,0
815,0,25.0,Male,Married,7.0,Research & Development,Research Scientist,1,No,2.0,2.0,4.0,3.0,2889.0,2.0,963.0,0.6666666666666666,0.0,0
816,0,46.0,Female,Single,2.0,Sales,Manager,5,No,22.0,2.0,1.0,2.0,18947.0,2.0,823.7826086956521,0.08695652173913043,0.0,0
817,0,24.0,Female,Married,13.0,Sales,Sales Representative,1,No,1.0,1.0,2.0,3.0,2033.0,0.0,1016.5,0.5,1.0,0
818,0,29.0,Female,Divorced,1.0,Research & Development,Research Scientist,1,No,3.0,3.0,4.0,3.0,3760.0,1.0,940.0,0.75,2.0,0
819,1,41.0,Male,Single,4.0,Sales,Sales Executive,2,No,8.0,8.0,2.0,3.0,9355.0,7.0,1039.4444444444443,0.8888888888888888,1.0,0
820,0,45.0,Male,Married,10.0,Research & Development,Research Scientist,1,No,8.0,2.0,4.0,2.0,2654.0,0.0,294.8888888888889,0.2222222222222222,2.0,0
821,0,30.0,Female,Divorced,7.0,Sales,Sales Executive,2,No,8.0,3.0,1.0,3.0,4779.0,0.0,531.0,0.3333333333333333,3.0,0
822,0,33.0,Female,Married,25.0,Sales,Sales Executive,2,No,10.0,10.0,3.0,2.0,4539.0,0.0,412.6363636363636,0.9090909090909091,10.0,0
823,0,33.0,Male,Married,2.0,Human Resources,Human Resources,1,No,5.0,5.0,3.0,3.0,3600.0,1.0,600.0,0.8333333333333334,4.0,0
824,0,42.0,Female,Single,9.0,Research & Development,Laboratory Technician,1,No,12.0,12.0,4.0,3.0,3673.0,5.0,282.53846153846155,0.9230769230769231,7.0,0
825,0,43.0,Female,Single,4.0,Sales,Sales Executive,3,No,23.0,21.0,4.0,4.0,10231.0,15.0,426.2916666666667,0.875,6.0,0
826,0,39.0,Female,Married,1.0,Research & Development,Manufacturing Director,4,No,21.0,21.0,4.0,3.0,12742.0,11.0,579.1818181818181,0.9545454545454546,10.0,0
827,0,39.0,Female,Divorced,1.0,Research & Development,Laboratory Technician,1,No,7.0,3.0,3.0,3.0,2232.0,1.0,279.0,0.375,2.0,0
828,0,35.0,Female,Married,8.0,Sales,Sales Executive,3,Yes,16.0,13.0,4.0,2.0,10377.0,4.0,610.4117647058823,0.7647058823529411,9.0,1
829,0,40.0,Female,Single,16.0,Research & Development,Manufacturing Director,3,Yes,18.0,4.0,4.0,2.0,7945.0,3.0,418.1578947368421,0.21052631578947367,1.0,1
830,1,26.0,Male,Divorced,16.0,Research & Development,Laboratory Technician,1,Yes,5.0,3.0,2.0,3.0,2373.0,0.0,395.5,0.5,3.0,1
831,0,40.0,Female,Married,15.0,Research & Development,Manufacturing Director,3,No,18.0,18.0,3.0,3.0,10435.0,14.0,549.2105263157895,0.9473684210526315,4.0,0
832,0,51.0,Female,Married,14.0,Sales,Sales Executive,2,No,18.0,7.0,4.0,2.0,4936.0,0.0,259.7894736842105,0.3684210526315789,7.0,0
833,0,45.0,Male,Divorced,1.0,Research & Development,Healthcare Representative,3,No,10.0,10.0,2.0,3.0,7441.0,7.0,676.4545454545455,0.9090909090909091,3.0,0
834,0,40.0,Female,Divorced,2.0,Research & Development,Healthcare Representative,2,No,15.0,12.0,3.0,3.0,6377.0,11.0,398.5625,0.75,1.0,0
835,0,32.0,Male,Married,8.0,Sales,Sales Executive,2,No,10.0,10.0,4.0,4.0,6209.0,0.0,564.4545454545455,0.9090909090909091,10.0,0
836,0,28.0,Female,Divorced,9.0,Research & Development,Research Scientist,1,No,6.0,2.0,3.0,3.0,2377.0,2.0,339.57142857142856,0.2857142857142857,0.0,0
837,0,31.0,Female,Married,7.0,Sales,Sales Executive,3,No,9.0,3.0,1.0,3.0,9637.0,2.0,963.7,0.3,1.0,0
838,0,58.0,Male,Married,15.0,Research & Development,Research Director,4,Yes,23.0,2.0,3.0,3.0,15787.0,2.0,657.7916666666666,0.08333333333333333,0.0,1
839,0,40.0,Female,Married,2.0,Sales,Manager,5,No,21.0,20.0,3.0,3.0,18041.0,1.0,820.0454545454545,0.9090909090909091,19.0,0
840,0,45.0,Male,Divorced,7.0,Research & Development,Laboratory Technician,3,No,24.0,24.0,1.0,3.0,5210.0,9.0,208.4,0.96,15.0,0
841,0,44.0,Male,Married,3.0,Research & Development,Manager,5,Yes,26.0,2.0,4.0,4.0,19513.0,0.0,722.7037037037037,0.07407407407407407,2.0,1
842,0,50.0,Female,Married,28.0,Research & Development,Research Director,4,Yes,25.0,3.0,1.0,3.0,16880.0,1.0,649.2307692307693,0.11538461538461539,2.0,1
843,0,45.0,Male,Married,23.0,Research & Development,Laboratory Technician,2,Yes,9.0,9.0,1.0,3.0,3633.0,0.0,363.3,0.9,9.0,1
844,0,35.0,Male,Married,18.0,Sales,Sales Executive,3,No,9.0,9.0,1.0,2.0,9069.0,1.0,906.9,0.9,8.0,0
845,0,48.0,Male,Single,4.0,Research & Development,Manufacturing Director,3,No,11.0,10.0,4.0,3.0,7898.0,0.0,658.1666666666666,0.8333333333333334,10.0,0
846,0,40.0,Male,Divorced,24.0,Research & Development,Research Scientist,2,No,9.0,9.0,4.0,3.0,3319.0,4.0,331.9,0.9,5.0,0
847,0,42.0,Male,Divorced,2.0,Human Resources,Human Resources,1,Yes,4.0,3.0,3.0,3.0,2696.0,1.0,539.2,0.6,2.0,1
848,0,48.0,Female,Divorced,22.0,Research & Development,Manager,4,No,24.0,22.0,4.0,3.0,17174.0,4.0,686.96,0.88,18.0,0
849,0,21.0,Male,Single,3.0,Research & Development,Research Scientist,1,No,3.0,3.0,3.0,4.0,3230.0,1.0,807.5,0.75,2.0,0
850,0,38.0,Male,Married,2.0,Research & Development,Research Scientist,1,Yes,6.0,1.0,3.0,1.0,3057.0,0.0,436.7142857142857,0.14285714285714285,1.0,1
851,0,35.0,Female,Married,23.0,Research & Development,Laboratory Technician,1,Yes,4.0,2.0,1.0,3.0,4014.0,2.0,802.8,0.4,0.0,1
852,1,28.0,Male,Married,2.0,Research & Development,Research Scientist,1,Yes,5.0,3.0,4.0,2.0,3464.0,2.0,577.3333333333334,0.5,1.0,1
853,0,23.0,Male,Married,9.0,Sales,Sales Representative,1,No,1.0,1.0,1.0,2.0,1790.0,1.0,895.0,0.5,0.0,0
854,0,53.0,Male,Divorced,2.0,Sales,Manager,4,No,22.0,17.0,3.0,4.0,14852.0,15.0,645.7391304347826,0.7391304347826086,2.0,0
855,0,35.0,Male,Single,18.0,Research & Development,Manufacturing Director,3,No,10.0,2.0,4.0,3.0,9362.0,2.0,851.0909090909091,0.18181818181818182,0.0,0
856,0,36.0,Male,Single,3.0,Research & Development,Laboratory Technician,1,No,13.0,8.0,2.0,2.0,2088.0,7.0,149.14285714285714,0.5714285714285714,1.0,0
857,0,36.0,Female,Divorced,8.0,Research & Development,Healthcare Representative,3,No,17.0,17.0,3.0,3.0,10096.0,12.0,560.8888888888889,0.9444444444444444,5.0,0
858,0,59.0,Female,Single,2.0,Research & Development,Manufacturing Director,4,Yes,30.0,5.0,4.0,3.0,13726.0,4.0,442.7741935483871,0.16129032258064516,1.0,1
859,0,33.0,Male,Divorced,2.0,Sales,Sales Executive,2,No,6.0,6.0,4.0,3.0,5505.0,0.0,786.4285714285714,0.8571428571428571,6.0,0
860,0,40.0,Female,Married,2.0,Research & Development,Laboratory Technician,1,No,7.0,4.0,1.0,2.0,3377.0,0.0,422.125,0.5,4.0,0
861,0,45.0,Female,Single,5.0,Research & Development,Laboratory Technician,2,Yes,10.0,10.0,1.0,3.0,5769.0,1.0,524.4545454545455,0.9090909090909091,9.0,1
862,0,32.0,Male,Single,2.0,Research & Development,Research Scientist,1,No,4.0,4.0,1.0,3.0,2439.0,1.0,487.8,0.8,3.0,0
863,0,49.0,Male,Married,8.0,Sales,Sales Executive,4,No,22.0,9.0,2.0,3.0,13120.0,2.0,570.4347826086956,0.391304347826087,7.0,0
864,0,36.0,Female,Married,6.0,Research & Development,Laboratory Technician,1,No,5.0,1.0,4.0,3.0,3038.0,0.0,506.3333333333333,0.16666666666666666,1.0,0
865,0,23.0,Male,Divorced,7.0,Sales,Sales Representative,1,Yes,3.0,3.0,4.0,3.0,2275.0,0.0,568.75,0.75,3.0,1
866,0,30.0,Female,Single,2.0,Research & Development,Research Scientist,1,No,10.0,9.0,1.0,3.0,4968.0,0.0,451.6363636363636,0.8181818181818182,9.0,0
867,0,53.0,Male,Married,7.0,Research & Development,Research Director,4,No,32.0,5.0,3.0,3.0,14814.0,1.0,448.90909090909093,0.15151515151515152,4.0,0
868,0,53.0,Male,Married,8.0,Sales,Sales Executive,4,No,28.0,2.0,4.0,3.0,11836.0,2.0,408.13793103448273,0.06896551724137931,0.0,0
869,0,58.0,Male,Divorced,2.0,Sales,Manager,4,No,37.0,16.0,2.0,2.0,16291.0,14.0,428.7105263157895,0.42105263157894735,2.0,0
870,0,44.0,Female,Divorced,1.0,Human Resources,Human Resources,1,Yes,8.0,2.0,4.0,3.0,3195.0,2.0,355.0,0.2222222222222222,0.0,1
871,0,37.0,Female,Married,10.0,Research & Development,Research Scientist,1,No,8.0,8.0,2.0,1.0,3936.0,7.0,437.3333333333333,0.8888888888888888,1.0,0
872,1,31.0,Female,Single,1.0,Research & Development,Manufacturing Director,3,No,10.0,10.0,2.0,3.0,7446.0,4.0,676.9090909090909,0.9090909090909091,6.0,0
873,0,34.0,Male,Married,16.0,Research & Development,Research Scientist,1,Yes,5.0,5.0,1.0,3.0,2307.0,3.0,384.5,0.8333333333333334,2.0,1
874,0,29.0,Female,Divorced,21.0,Research & Development,Manufacturing Director,3,No,10.0,10.0,1.0,3.0,9980.0,8.0,907.2727272727273,0.9090909090909091,2.0,0
875,0,35.0,Female,Married,1.0,Research & Development,Research Scientist,1,No,4.0,4.0,4.0,3.0,2977.0,1.0,595.4,0.8,3.0,0
876,1,26.0,Male,Married,2.0,Research & Development,Research Scientist,1,Yes,6.0,3.0,1.0,3.0,2042.0,1.0,291.7142857142857,0.42857142857142855,2.0,1
877,1,20.0,Female,Single,2.0,Sales,Sales Representative,1,No,2.0,2.0,3.0,2.0,2044.0,0.0,681.3333333333334,0.6666666666666666,2.0,0
878,0,31.0,Male,Single,2.0,Sales,Sales Executive,2,Yes,10.0,6.0,4.0,4.0,6582.0,0.0,598.3636363636364,0.5454545454545454,6.0,1
879,0,33.0,Male,Divorced,3.0,Human Resources,Human Resources,1,Yes,7.0,4.0,2.0,4.0,2277.0,0.0,284.625,0.5,4.0,1
880,0,25.0,Male,Married,1.0,Research & Development,Laboratory Technician,1,No,7.0,3.0,4.0,2.0,3229.0,0.0,403.625,0.375,3.0,0
881,0,34.0,Female,Single,9.0,Research & Development,Healthcare Representative,3,No,9.0,8.0,2.0,4.0,8621.0,7.0,862.1,0.8,1.0,0
882,0,32.0,Male,Married,19.0,Sales,Sales Executive,3,No,10.0,4.0,3.0,1.0,9610.0,0.0,873.6363636363636,0.36363636363636365,4.0,0
883,0,33.0,Female,Single,1.0,Research & Development,Research Director,3,Yes,15.0,15.0,4.0,3.0,13458.0,8.0,841.125,0.9375,7.0,1
884,0,45.0,Male,Married,29.0,Research & Development,Manufacturing Director,3,Yes,10.0,3.0,4.0,4.0,9380.0,1.0,852.7272727272727,0.2727272727272727,2.0,1
885,0,40.0,Female,Married,26.0,Research & Development,Research Scientist,2,Yes,16.0,1.0,4.0,1.0,4422.0,0.0,260.11764705882354,0.058823529411764705,1.0,1
886,0,31.0,Male,Single,5.0,Research & Development,Manufacturing Director,2,No,10.0,9.0,1.0,3.0,9936.0,1.0,903.2727272727273,0.8181818181818182,8.0,0
887,0,22.0,Female,Married,11.0,Research & Development,Research Scientist,1,No,2.0,2.0,2.0,3.0,2244.0,1.0,748.0,0.6666666666666666,1.0,0
888,1,38.0,Male,Married,29.0,Research & Development,Healthcare Representative,2,Yes,17.0,1.0,1.0,3.0,6673.0,0.0,370.72222222222223,0.05555555555555555,1.0,1
889,0,35.0,Male,Single,9.0,Research & Development,Research Scientist,2,No,10.0,10.0,3.0,3.0,5098.0,0.0,463.45454545454544,0.9090909090909091,10.0,0
890,0,43.0,Male,Divorced,6.0,Research & Development,Research Director,4,Yes,21.0,1.0,4.0,2.0,16627.0,0.0,755.7727272727273,0.045454545454545456,1.0,1
891,0,29.0,Male,Married,9.0,Research & Development,Research Scientist,1,No,5.0,1.0,3.0,2.0,2451.0,0.0,408.5,0.16666666666666666,1.0,0
892,0,48.0,Female,Married,29.0,Sales,Manager,3,No,15.0,0.0,3.0,1.0,12504.0,0.0,781.5,0.0,0.0,0
893,0,18.0,Male,Single,5.0,Research & Development,Research Scientist,1,No,0.0,0.0,4.0,3.0,1051.0,0.0,1051.0,0.0,0.0,0
894,0,36.0,Male,Divorced,3.0,Research & Development,Healthcare Representative,2,No,13.0,5.0,1.0,3.0,6842.0,0.0,488.7142857142857,0.35714285714285715,5.0,0
895,0,35.0,Male,Single,5.0,Research & Development,Manufacturing Director,3,No,17.0,16.0,2.0,3.0,8095.0,0.0,449.72222222222223,0.8888888888888888,16.0,0
896,0,28.0,Male,Married,2.0,Research & Development,Laboratory Technician,1,Yes,2.0,2.0,4.0,3.0,3867.0,2.0,1289.0,0.6666666666666666,0.0,1
897,0,23.0,Female,Single,4.0,Research & Development,Laboratory Technician,1,No,3.0,3.0,2.0,1.0,3295.0,1.0,823.75,0.75,2.0,0
898,0,29.0,Male,Single,7.0,Research & Development,Laboratory Technician,1,No,11.0,3.0,1.0,3.0,2062.0,1.0,171.83333333333334,0.25,2.0,0
899,0,48.0,Female,Married,1.0,Research & Development,Manager,4,No,21.0,3.0,1.0,1.0,15402.0,0.0,700.0909090909091,0.13636363636363635,3.0,0
900,0,29.0,Male,Divorced,13.0,Human Resources,Human Resources,1,Yes,4.0,2.0,1.0,3.0,2335.0,2.0,467.0,0.4,0.0,1
901,0,40.0,Female,Married,4.0,Research & Development,Manager,5,No,21.0,20.0,3.0,3.0,19033.0,9.0,865.1363636363636,0.9090909090909091,11.0,0
902,0,35.0,Female,Married,16.0,Research & Development,Manufacturing Director,2,Yes,4.0,3.0,2.0,3.0,4788.0,0.0,957.6,0.6,3.0,1
903,0,26.0,Male,Married,17.0,Research & Development,Laboratory Technician,1,No,3.0,3.0,3.0,4.0,2305.0,0.0,576.25,0.75,3.0,0
